"r no ","ACCESSION_NO","LANG_CODE","పుస్తకం పేరు ","బుక్ నేమ్ ","రచయిత ","పబ్లిషర్ ","PLACE_OF_PUB","PAGINATION","ITEM_RUPEES","YEAR_OF_PUB"
"289","10289","TEL","ఆకాశంలో సగం కధలు ","AAKASAMLO SAGAM KADHALU","RAVINDRANATH SANKONDA","SWETHA PUBLICATIONS","SECUNDERABAD","320.8","64","20"
"290","10290","TEL","ఆకాశయానం","AAKASAYANAM","HARSHAVARDHAN S","VANAJA PUBLICATION","PRAKASAM DISTRICT","629.41","76","15"
"292","10292","TEL","ఆకశేరుకాలు","AAKASERU KAALU","KASETIRAO JAMMI","TELUGU ACADEMY","HYDEABAD","592","268","14.25"
"294","10294","TEL","ఆకశేరుకాలు","AAKASERUKAALU","BHASKARARAO T","TELUGU ACADEMY","HYDEABAD","592","218","11.75"
"296","10296","TEL","ఆలబ్ద కావ్య పద్య ముక్తివాలి","AALABDA KAAVYA PADYA MUKTHIVALI","SRIHARI R","R ANATA LAKSHMI","HYDEABAD","894.827109","24","30"
"298","10298","TEL","ఆలంద కవి","AALANDA KAVI","యార్లగడ్డ సరోజ YARLAGADDA SARAOJA","MAHALAKSHMI BOOK ENTERPRAISES","VIJAYAWADA","894.827","320","17"
"300","10300","TEL","ఆలోచన అమృతం","AALAOCHANA AMRUTHAM","SRIVALLIRADHIKA T","VISALANDRA BOOK HOUSE","HYDEARABAD","894.82732","152","60"
"301","10301","TEL","ఆలాపన ","AALAPANA","PRABHAVATHI VASA","BHAVANA PRACHURANALU","HYDERABAD","894.82719","46","3"
"303","10303","TEL","ఆలారం మిని కవితా ","AALARAM MINI KAVITA","BORASARMA","BHARATHI SADANAM","AVANIGADDA","894.827108","56","4"
"306","10306","TEL","ఆలీబాబా 40 ధోంగలు","AALIBABA 40 DHONGALU","VAISALI","RUSHI BOOK HOUSE","VIJAYA WADA","894.82732","16","10"
"307","10307","TEL","ఆలోచన లహరి ","AALOCHANA LAHARAI","రాధా RADHAKRISHNA SARMA CHALA PRABATALA","YUVA BHARAT","SECUNDERABAD","894.8275","128","16"
"308","10308","TEL","ఆలోచించండి ","AALOCHINCHANDI","MITRA","HYDERABAD BOOK TRUST","HYDERA BAD","211","32","1"
"309","10309","TEL","ఆమె ","AAME","VARALAKSHMI K","SRI RAVINDRA PRACHURANALU","JAGGAMPETA","894.827108","122","50"
"310","10310","TEL","ఆమె చెప్పిన కధలు అను పన్నెండు తేనె పాల కధలు ","AAME CHEPPINA KADHALU ANU PANNENDU TENE PAALA KADHALU","PAPARAO JAYANTHI","JAPAARA PUBLICATIONS","VIJAYANAGARAM","894.82732","64","20"
"311","10311","TEL","ఆమె కథ ","AAME KATHA","SRI ACHARYA","MOHAN CHAK DEPO","VIJAYAWADA","894.82739","45","0.7"
"312","10312","TEL","ఆమె నవ్వింది మిని కథలు ","AAME NAVVINDI MINI KATHALU","KRISHNA K B","VIJAYA BHAVANA SAHITHIMITRA SMAKYA","VIJAYANAGARAM","894.82732","112","30"
"313","10313","TEL","ఆమె నవ్వు కథలు ","AAME NAVVU KATHALU","ATCHUTARAMAYYA YALLA","SRUJANA PUBLICATIONS","HYDERABAD 72","894.82732","160","50"
"315","10315","TEL","అమ్ర పాలి ","AAMRAPAALI","లల్లాదేవి LALLADEVI","MAHALAKSHMI BOOK ENTERPRSIES","VIJAYAWADA","894.827312","219","15"
"317","10317","TEL","ఆముక్తమాల్యద ","AAMUKTAMALYADA","BALAKRISHNA ANANTAPADMANACHA SASTRI VARANASI","RACHAITA","CHITTURU","894.827212","56","9"
"318","10318","TEL","ఆముక్తమాల్యద ","AAMUKTHAMALYADA","SRI KRISHNA DEVARAYULU","M శేష SHESHAచలం CHALAM AND COMPANY","MACHILIPATNAM","894.827131","197","3"
"321","10321","TEL","ఆమూర్తి మాల్యద","AAMURHI MAALYADA","వెంకటేశ్వర రావు VENKATESWARA RAO KROTHA","KOTTA RANGAYYA","HYDEARABAD","894.82713209","330","150"
"322","10322","TEL","ఆనల కిరీటం ","AANALA KIRITAM","SOMASUNDAR","KALAKELI PRACHURANALU","PITHAPURAM","894.82719","99","5"
"323","10323","TEL","ఆనందో బ్రహ్మ ","AANANDO BRAHMA","VEEREBDRANATH YANDAMURI","NAVABAHARAHA BOOK HOUSE","V IJAYAWADA","894.82731","280","33"
"324","10324","TEL","ఆనాటి రాత్రి ","AANATI RATHRI","SARADA MANNEM","RADHIKA PUBLICATIONS","VIJAYA WADA","894.82731","308","25"
"325","10325","TEL","ఆణిముత్యాలు ","AANI MUTYALU","RAMALAKSHMI Aఆరుద్ర ARUDRA","ANDHRA PRADESH BOOK DISTRIBUTORS","MACHILIPATNAM","894.311","120","1"
"326","10326","TEL","ఆణిముత్యాలు ","AANIMUTHYALU","గురజాడ అప్పారావు APPARAO GURAJADA","VISALANDHRA","VIJAYAWADA","894.82732","98","2"
"327","10327","TEL","ఆరాధన ","AARADANA","SULOCHANA RANI  YADDANA PUDI","M SEHAచలం CHALAM AND COMPANY","V IJAYAWADA","894.82731","176","21"
"328","10328","TEL","ఆరడుగుల నెల ","AARADUGULA NELA","ABDUL SAMAD","SAHITYA  ACADAMY","NEW DELHI","894","249","100"
"329","10329","TEL","ఆరని పారాణి","AARANI PAARAANI","AASALATHA","PADMAJA PUBLICATIONS","VIJAYAWADA-2","894.827","168","6"
"333","10333","TEL","ఆర్ధికాబివృధి వృద్ధి సిద్ధాంతాలు","AARDHIKAABIVRUDHI VRUDDHI SIDDHANTHAALU","RANGANADHACHARI A V","TECHNICAL PUBLISHERS","GUNTUR","338.9076","172","16"
"336","10336","TEL","ఆరెండుహన్యుడు ","AARENDUHANYUDU","PHANIKUMAR","UDAYAMA PUBLICATIONS","`HYDERABAD","894.82718","38","10"
"337","10337","TEL","ఆర్గనన్ ","AARGANAN","అమ్యుత హనుమాన్ AMYUTHA HANUMAN","RACHAITHA","KOTHAPETA","894.827615532","289","6"
"338","10338","TEL","ఆరోగ్య చంద్రిక ","AAROGYA CHANDRIKA","BIJALA RK","PALLAVI PUBLICATION","V IJAYAWADA","610","248","20"
"341","10341","TEL","ఆరోగ్య చంద్రికా ","AAROGYA CHANDRIKA","CHINNIKRISHNA D","SRI రాధా RADHA BOOK CENTRE","VIJAYAWADA","613.07","40","5"
"343","10343","TEL","ఆరోగ్యచంద్రిక 2వ భాగము ","AAROGYA CHANDRIKA 2","CHINNIKRISHNA D","SRI రాధా RADHA BOOK CENTRE","VIJAYAWADA","613.07","40","5"
"344","10344","TEL","ఆరోగ్యచంద్రిక 3వ భాగము ","AAROGYA CHANDRIKA 3","CHINNIKRISHNA D","SRI రాధా RADHA BOOK CENTRE","VIJAYAWADA","613.07","40","5"
"345","10345","TEL","ఆరోగ్య వ్యాయామవిద్య ","AAROGYA VYAYAMAVIDYA","BHAVANI SHANKARAN Y","NEELKAMAL PUBLICATION","HYDEABAD","001.076","145","150"
"346","10346","TEL","ఆరోగ్యచంద్రిక 4వ భాగము ","AAROGYACHANDRIKA 4","CHINNIKRISHNA D","SRI రాధా RADHA BOOK CENTRE","VIJAYAWADA","613.07","44","5"
"347","10347","TEL","ఆరోగ్యచంద్రిక 5వ భాగము ","AAROGYACHANDRIKA 5","CHINNIKRISHNA D","SRI రాధా RADHA BOOK CENTRE","VIJAYAWADA","613.4","44","5"
"348","10348","TEL","ఆరోగ్యచంద్రిక 6వ భాగము ","AAROGYACHANDRIKA 6","CHINNIKRISHNA D","SRI రాధా RADHA BOOK CENTRE","VIJAYAWADA","616.91","39","5"
"349","10349","TEL","ఆరోగ్యచంద్రిక 7వ భాగము ","AAROGYACHANDRIKA 7","CHINNIKRISHNA D","SRI రాధా RADHA BOOK CENTRE","VIJAYAWADA","616.985","39","5"
"350","10350","TEL","ఆరోగ్యచంద్రిక 8వ భాగము ","AAROGYACHANDRIKA 8","CHINNIKRISHNA D","SRI రాధా RADHA BOOK CENTRE","VIJAYAWADA","613.69","39","5"
"354","10354","TEL","ఆరోగ్యం ఆచరణలు ఆయువృద్ది ","AAROGYAM ACHARANALU AAYURVRUDDI","MADHUSUDHANARAO TIRUVURU","RACHITA","NUJIVEEDU","615","110","18"
"356","10356","TEL","ఆరోగ్యం కోసం ఆయుర్వేదం ","AAROGYAM KOSAM AAYURVEDAM","MURALIKRISHNA T","KAANIPAAKAM PUBLICATIONS","VIJAYAWADA","615.537","88","43"
"359","10359","TEL","ఆరోగ్యం యోగబ్యాసమ్ ","AAROGYAM YOGABYASAM","SASIKALA MURTHY","NAVA JYOHTI PUBLICATIONS","V IJAYAWADA","613.7046","74","10"
"360","10360","TEL","ఆరోగ్యం యోగబ్యాసనం ","AAROGYAM YOGABYASANAM","SASIKALA MURTHY","NAVA JYOHTI PUBLICATIONS","V IJAYAWADA","613.7046","74","10"
"361","10361","TEL","ఆరోహణ ","AAROHANA","NARAYANA REDDY C","VISALANDRA PUBLISHING HOUSE","HYDERA BAD","894.82719","100","40"
"362","10362","TEL","ఆరోజుల్లో","AAROJULLO","SATYANARAYANAMURHTI SORAPAGADA","BRAHMINI NAGAR","HYDEARABAD","894.82732","206","100"
"368","10368","TEL","ఆర్తనాదం ","AARTHANADAM","DR K KIRANKUMAR","MADHUPRIYA PUBLICATION","V IJAYAWADA","894.82731","304","40"
"369","10369","TEL","ఆర్తి ","AARTHI","NIYOGI","SRUJANA SAHITHI PRACHURANA","SATHUPALLI","894.8271","62","30"
"371","10371","TEL","ఆరు బయట అరునోదయం ","AARU BAYATA ARUNODAYAM","LAKSMIPATHI VIRIYALA","KALAKELI PRACHURANALU","PITHAPURAM","894.82719","126","4.5"
"372","10372","TEL","ఆరు రుచులతో ఆరోగ్యం ","AARU RUCHULATHO AAROGYAM","PURNACHAND G V","MADHULATA PUBLICATION","VIJAYA WADA","615.536","172","50"
"375","10375","TEL","ఆరు సారా కధలు ","AARU SARA KADHALU","VISWANADHASASTRI RACHAKONDA","R VISWANADHA SASTRI","HYDERABAD","032","281","50"
"376","10376","TEL","ఆరుదరత్న సిధంజనము","AARUDARATNA SIDHANJANAMU","SIDDHANADHUDU","VAVILLARAMA SWAMI SASTHRULU AND SONS","CHENNA PURI","133.5","68","1"
"377","10377","TEL","ఆరుధ్ర సినీ గీతాలు ","AARUDRHA CINE GEETHALU","RAMALAKSHMI K","VISALAANDHRA BOOK HOUSE","HYDERABAD","783.026","175","75"
"378","10378","TEL","అరుసారా కధలు ","AARUSARA KADHALU","VISWANADHA SASTRI RACHA KONDA","VIJAYA BOOKS","VIJAYAWADA","894.827313","98","5"
"380","10380","TEL","ఆశ ఖరీదు అణా (మెటీనాటికల సంపుటి )","AASAKHAREEDU ANA (METINATIKALASAMPUTI)","గోరా GORASASTHRI","M SESAచలం CHALAM AND CO","SECENDRABAD","894.82723","141","2.75"
"381","10381","TEL","ఆసమోత్కంట","AASAMOTHKANTA","వారణాసి సూర్యనారాయణ VARANASI SURYANARAYANA","ROUTHU BOOK DEPO","RAJAHAMANDRY","894.82732","70","0.75"
"382","10382","TEL","ఆశయాల ఆకరిమెట్టు","AASAYAALA AAKARIMETTU","మాదిరెడ్డి సులోచన SULOCHANA  MAADI REDDI","DELUX  PUBLICATIONS","VIJAYAWADA","894.82731","204","16"
"383","10383","TEL","ఆశయాల ఆకరిమెట్టు ","AASAYALA AKARIMETTU","మాదిరెడ్డి సులోచన SULOCHANA MADIREDDY","DELUX PUBLICATIONS","VIJAYA WADA","8943.82731","204","16"
"386","10386","TEL","ఆశ వెరీ ","AASHA VERI","GANAPATHHIRAO KOMMANAPALLI","GURU PUBLICATIONS","V IJAYAWADA","894.82731","328","30"
"389","10389","TEL","ఆశలు వేసిన కాటు ","AASHALU VESINA KAATU","SARASWATHI MG","KENDRA PUBLISHERS","VIJAYAWADA 002","894.827","244","8"
"391","10391","TEL","ఆశ్రయం ","AASHRAYAM","AADIVISHNU","SRI VENKATARAMANA","VIJAYAWADA 002","894.827213","92","3"
"392","10392","TEL","ఆసియాకు పెకింగు ధ్రోహామ్","AASIAKU PAEKINGU DHROHAM","AMUTHAB MUKHARJI","SANTHI SAHITHI","ELURU","327.5105","148","2"
"393","10393","TEL","ఆస్తి హక్కుల బదిలీ చట్టం ","AASTHI HAKKULA BADILI CHATTAM","VENKATARAMANA VADLAMAANI","SHYAMALA PUBLICATIONS","KAKINADA","346.04","295","140"
"394","10394","TEL","ఆట ","AATA","SRINIVASACAHRYA DHARKA SAMANAM","VISALANDRA BOOK HOUSE","HYDEARABAD","894.8271","48","20"
"397","10397","TEL","ఆట బొమ్మలు ","AATA BOMMALU","CHIRAMJEEVI K","VISALANDRA PUBLISHING HOUSE","HYDERA BAD","894.82723","248","40"
"398","10398","TEL","ఆటవెలుదుల తోట ","AATAVELUDULA THOTA","KRISHNAREDDY PULIKANTI","VISHWAMBHARA PUBLICATIONS","TIRUPATHI","894.8271","172","75"
"399","10399","TEL","ఆటవికం ","AATAVIKAM","VASUNDHARA","MAHALAXMI BOOK ENTER PRAISES","VIJAYAWADA","894.827313","224","15"
"400","10400","TEL","ఆత్మతత్త్వము ","AATHMATHATTVAMU","VENKATANARASIMHARAO MARRAPATI","SADHANA GRANDAMANDALI","THENAALI","894.827294554","40","2"
"402","10402","TEL","ఆత్మ జ్యోతి ","AATMA JYOTHI","కొమ్మూరి వేణుగోపాలరావు VENUGOPALARAO KOMMURI","DELUXE PUBLICATIONS","VIJAYAWADA","894.827","384","25"
"405","10405","TEL","ఆత్మ స్థైర్యం పెంపొందించు కోవడం ఎలా ?","AATMA STYRYAM PEMPONDICHUKOVADAM ELA","BUJJIRAJU ERAMALLI","NAVYA JYOTHI PUBLICATIONS","V IJAYAWADA","158.1","64","8"
"406","10406","TEL","ఆత్మకథ ","AATMAKATHA","విశ్వనాథ సత్యనారాయణ SATYANARAYANA VISWANADHA","VISWANADHA PAVANI SAASTRY","HYDERABAD","928.94827","65","5"
"407","10407","TEL","ఆత్మీయుడు ","AATMIYUDU","యద్దనపూడి సులోచనరాణి SULOCAHANA RANI YUDDANPUDI","EMRSCO","VIJYAWADA","894.82731","166","16"
"411","10411","TEL","ఆయుర్వేద వనమూలిక చికిత్సలు","AAYURVEDA VANAMULIKA CHIKITSALU","NISHTESWAR K","JP  PUBLICATIONS","VIJAYA WADA","615.536","100","25"
"413","10413","TEL","ఆయుర్వేదంలో చమత్కారాలు ","AAYURVEDAMLO CHAMATKARALU","PURNACHAND GV","VLN PUBLICATION","VIJAYA WADA","615.536","112","30"
"415","10415","TEL","ఆయుర్వేద సౌందర్య సాదనలు","AAYURVIDA SOUNDARYA SAADANAALU","NISHTESWAR K","RUSHI PRACHURANLU","VIJAYAWADA","301.20954","47","30"
"417","10417","TEL","ఆరాధన ","AAరాధా RADHANA","సహదేవ సూర్యప్రకాశరావు SURYAPRAKASARAO SAHADEVA","KSN MURTHY","PRAKASAM ZILLA","894.827","101","1"
"418","10418","TEL","అబద్ధాల రాయుడు","ABADDHALA RAYUDU","LEO TOLSTOY","PRATHIBHA PUBLICATIONS","HYDERABAD","894.82732","56","35"
"419","10419","TEL","అభినేత్రి ","ABBINETRI","యద్దనపూడి సులోచనరాణి SULOCAHANA RANI YUDDANPUDI","గోపీచంద్ GOPICHAND PUBLICATIOINS","VIJYAWADA","894.82731","228","18"
"421","10421","TEL","అభి జ్ఞానా శకుంతలము ","ABHI GNANA SAKUNTHALAMU","కందుకూరి వీరేశలింగంపంతులు VEERESALINGAMPANTHULU KANDUKURI","HITHAKARINI SAMAJAM","RAJAMAHEDRAVARAM","891.22","135","1.8"
"422","10422","TEL","అభిజ్ఞాన శాకుంతలము ","ABHIGNANA SAKUNTALAMU","వెంకటరమణ శర్మ VENKATARAMANASARMA NUDURUMATI","KALYANI PUBLISHING HOUSE","VIJAYAWADA","891.22","78","5"
"424","10424","TEL","అభిలాష","ABHILASHA","యండమూరి వీరేంద్రనాథ్ VEERENDRANADH YANDAMOORI","NAVA BHARATH BOOK HOUSE","VIJAYA WADA","894.82731","280","20"
"425","10425","TEL","అభిమానాలు ","ABHIMANALU","RAMARAO KASIPATNAM","NEW STUDENT BOOK CENTER","V IJAYAWADA","894.313827","128","3.5"
"426","10426","TEL","అభినందన చందనం ","ABHINANDANA CHANDANAM","SIVANARAYANA PAVULURI DIVYA PRABHAKAR","ANDHRA GRANDHALAYA TRUST","VIJAYAWADA","020","168","10"
"429","10429","TEL","అభినందన కధా సంకలనం ","ABHINANDANA KADHA SANKALANAM","BALAJI PALLETI","BALAJI PUBLICATIONS","SULLURPETA","320.5","177","50"
"430","10430","TEL","అభినవ భారత చరిత్ర ","ABHINAVA BHARATHA CHARITHRA","తూములూరి శివరామయ్య SIVARAAMAYYATHOOMULURI","DURGAAMODERAN BOOKDEPO","BEJAWADA","954.03","111","1.4"
"431","10431","TEL","అభినవ చార్యకమ్ ","ABHINAVA CHARYAKAM","SURYANARAYANA C","RACHAITHA","RAJAHMUNDRY","378.007","280","5"
"433","10433","TEL","అభినవ దాశరధి శతకము ","ABHINAVA DASARADHI SATAKAMU","DASARADHI","MAHANDRA PRACHURANALU","HYDERABAD","894.82715","120","10"
"434","10434","TEL","అభినవ గద్య ప్రబంధము ","ABHINAVA GADYA PRABANDHAM","శ్రీరాముల దాసు శ్రీరాములు దాసు SRIRAMULU DASU","దాసు శ్రీరాముల స్మారకసమితి, హైదరాబాద్","HYDEABADU","894.827086","56","2"
"436","10436","TEL","అభినవ విచార్యకము ","ABHINAVA VICHARYAKAMU","SURYANARAYANA GODAVARTHI","G SMYANAM","RAJAHMUNDRY","371.102","238","5"
"437","10437","TEL","అభినవాచార్యకమ్ ","ABHINAVACHARYAKAM","SURYANARAYANA GODAVARTHI","NEEL KAMAL PUBLICATION","HYDERA BAD","494.82707","133","70"
"439","10439","TEL","అభినవలోచనం ","ABHINAVALOCHANAM","SUBRAHMANYA GV","YUVA BHARATHI","SICENDRABAD","894.8274","191","16"
"440","10440","TEL","అభినయ దర్పణం ","ABHINAYA DARPANAM","NANDIKESWARA","RACHAITA","HYDERA BAD","793","480","50"
"442","10442","TEL","అభినేత్రి ","ABHINETRI","యద్దనపూడి సులోచనరాణి SULOCAHANA RANI YUDDANPUDI","గోపీచంద్ GOPICHAND PUBLICATIOINS","VIJYAWADA","894.82731","228","18"
"444","10444","TEL","అభిశాపం ","ABHISAPAM","SULOCHANA RANI  YADDANA PUDI","ఎమోస్కో మచిలీపట్నం","V IJAYAWADA","894.82731","279","30"
"445","10445","TEL","అభిశప్త ","ABHISAPTA","SUBBARAO MHV","JWALA PUBLICATIONS","KARNOOL","894.827","80","3"
"447","10447","TEL","అభిసారిక ","ABHISARIKA","BHARATHIDEVI N","NEELIMA PUBLICATION","VIJAYA WADA","894.82731","204","16"
"448","10448","TEL","అభిషేక నాటకము (భాస కృతికి తెలుగు సీత )","ABHISHEKA NATAKAMU (BHASAKRUTHIKI TELUGU SEETA)","బులుసు వెంకటరమణయ్య VENKATARAMANAYYA BULUSU","RACHAITA","మద్రాస్","891.22","96","1.8"
"450","10450","TEL","అభిషేకము ","ABHISHEKAMU","BHARATHASARAMA PERALA","SRIMATHI PERALA RAJYALAKSHMI","KADAPA","891.22","74","3"
"451","10451","TEL","అభివాధన వివేకము ","ABHIVADHANA VIVEKAMU","LAKSHMIPATHISASTRI SURAVARAPU","SANDYA GRANDHAMALIKA","MAILAVARMU","294.5","133","0.5"
"452","10452","TEL","అభ్యుదయ వాస్తుశాస్త్రము ","ABHUDAYA VASTHU SASTRAMU","NARAYANARAO G","GOLLAPUDI VEERA SWAMI SON","RAJAHMUNDRY","690","280","36"
"454","10454","TEL","అభ్యుదయాంధ్రకవి ప్రపంచ నిర్మాత శ్రీశ్రీ హాస్యప్రస్ధానం ","ABHUDAYANDHRAKAVI PRAPANCHA NIRMATHA శ్రీ శ్రీ SRI SRI HASYA PRASTANAM","SATYANARAYANASASTRY MADHURUMAATI","RACHAYITA","HYDERABAD","894.8274","128","35"
"455","10455","TEL","అభ్యుదయ గేయాలు ","ABHYUDAYA GEYALU","JANARDHAN RAJU SARIKONDA","RAVI PUBLICATIONS","NALLAGONDA","894.827167","64","4"
"457","10457","TEL","అభ్యుదయ రచయితల సంఘానికి కాయకల్ప చికిత్స మరి రెండు వ్యాసాలు ","ABHYUDAYA RACHAYITALA SANGHANNI KAYAKALPA CHIKITSA MARI RENDU VYASALU","RAMANA REDDY K V","VIRASAM PRACHURANA","HYDERA BAD","894.4827","51","1.25"
"459","10459","TEL","అభ్యుదయ వాస్తు- వృక్ష చికిత్స ","ABHYUDAYA VAASTU-VRUKSHA CHIKITSA","PARDHASARADHI NAIDU DAGGUPATI","DAGGUPATI SANTAMMA","CHITTORE","634.9","108","40"
"460","10460","TEL","అభ్యుదయము ","ABHYUDAYAMU","PRAKASAM BODDU","PRAKASAM","GUNTUR","894.82717","56","3"
"466","10466","TEL","అభ్యుధాయ వాస్తు వృక్ష చికిత్స ","ABHYUDHAYA VASTHU VRUKSHA CHIKITSA","PARATHASARATHI NAIDU DAGGUAPATI","D SANTHAMMA","MUDIGONDA","634.9","108","40"
