LANG_CODE,పుస్తకం పేరు,బుక్ నేమ్,రచయిత,పబ్లిషర్,PLACE_OF_PUB,PAGINATION,ITEM_RUPEES,YEAR_OF_PUB,BINDING,ISBN,References
TEL,భలే బ్రహ్మచారి,BHALE BRAHMACHARI,జొన్నలగడ్డ లలితాదేవి LALITHADEVI JONNALAGADDA,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,176,,,,https://manjulindia.com/telugu.html
TEL,అరుణకాంతులు,ARUNA KANTHULU,JHANSI RANI S,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,179,,,,https://manjulindia.com/telugu.html
TEL,అరుణకాంతులు,ARUNAKANTHULU,ఎం.ఝాన్సీరాణి JHANSIRANI N,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,179,,,,https://manjulindia.com/telugu.html
TEL,ఆదర్శ కుటుంబాలు,ADARSA KUTUMBALU,VENKATఈశ్వరరావు ESWARARAO GANGINENI,JAYANTHI PUBLICATIONS,VIJAYAWADA,923,180,,,,https://manjulindia.com/telugu.html
TEL,సాధన (వ్యాసవళి ),SADHANA (VYASAVALI),RAVEENDRANATH TAGORE,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,180,,,,https://manjulindia.com/telugu.html
TEL,జీవన మలుపులు,JEEVANAMALUPULU,SRIMATHI ATLURI HAZARA,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,183,,,,https://manjulindia.com/telugu.html
TEL,పంచ భూతాలు,PANCHA BHUTALU,రవీంద్రనాథ్ ఠాగూర్ RAVINDRANADH TAGORE,JAYANTHI PUBLICATIONS,VIJAYAWADA,891,183,,,,https://manjulindia.com/telugu.html
TEL,శైలబల,SAILA BALA,BAPIRAJU ADAVI,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,187,,,,https://manjulindia.com/telugu.html
TEL,నరుడు,NARUDU,BAPIRAJU ADAVI,JAYANTHI PUBLICATIONS,VIJAYA WADA,894,188,,,,https://manjulindia.com/telugu.html
TEL,రాగమాలిక,RAGA MALIKA,BAPIRAJU ADAVI,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,188,,,,https://manjulindia.com/telugu.html
TEL,మోహన వంశీ,MOHANA VAMSI,HEMALATHA,JAYANTHI PUBLICATIONS,VIJAYAWADA 002,894,188,,,,https://manjulindia.com/telugu.html
TEL,రాగమాలిక,RAGAMALIKA,అడివి బాపిరాజు BAPIRAJU ADIVI,JAYANTHI PUBLICATIONS,VIJAYAWADA-2,894,188,,,,https://manjulindia.com/telugu.html
TEL,రాజర్షి,RAJARSHI,TAGORE,JAYANTHI PUBLICATIONS,VIJAYAWADA,891,188,,,,https://manjulindia.com/telugu.html
TEL,అండమాన్ జైల్ లో విప్లవకారులు,ANDAMAN JAIL LO VIPLAVAKARULU,VIJAYKUMAR SINHA,JAYANTHI PUBLICATIONS,VIJAYAWADA,365,191,,,,https://manjulindia.com/telugu.html
TEL,వేణిసంహారము,VENI SAMHARAMU,దేవరకొండ చిన్నకృష్ణశర్మ CHINNAKRISHNA SARMA DEVARAKONDA,JAYANTHI PUBLICATIONS,VIJAYA WADA,894,192,,,,https://manjulindia.com/telugu.html
TEL,జాజిమల్లి,JAJIMALLI,BAPIRAJU ADAVI,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,192,,,,https://manjulindia.com/telugu.html
TEL,అతడు,ATADU,రవీంద్రనాథ్ ఠాగూర్ RAVINDRANADH TAGORE,JAYANTHI PUBLICATIONS,VIJAYAWADA,891,192,,,,https://manjulindia.com/telugu.html
TEL,మహామాయి మజిలీలు,MAHAMAYI MAJILILU,SRI HARIRAO POLAVARAPU,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,196,,,,https://manjulindia.com/telugu.html
TEL,మహామాయమజలీలు 1,MAHAMAYA MAJALEELU 1,పోలవరపు శ్రీహరి SRIHARI POLAVARAPU,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,196,,,,https://manjulindia.com/telugu.html
TEL,జాలి లేని దేవుడు,JALI LENI DEVUDU,SARASWATHI YAMINEE,JAYANTHI PUBLICATIONS,VIJAYAWADA 002,894,199,,,,https://manjulindia.com/telugu.html
TEL,మహామాయ మజలీలు 10,MAHAMAYA MAJALEELU 10,పోలవరపు శ్రీహరిరావు SRIHARIRAO POLAVARAPU,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,200,,,,https://manjulindia.com/telugu.html
TEL,మహామాయ మజలీలు 11,MAHAMAYA MAJALEELU 11,పోలవరపు శ్రీహరిరావు SRIHARIRAO POLAVARAPU,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,200,,,,https://manjulindia.com/telugu.html
TEL,మహామాయ మజలీలు 12,MAHAMAYA MAJALEELU 12,పోలవరపు శ్రీహరిరావు SRIHARIRAO POLAVARAPU,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,200,,,,https://manjulindia.com/telugu.html
TEL,మహామాయమజలీలు 2,MAHAMAYA MAJALEELU 2,పోలవరపు శ్రీహరిరావు SRIHARIRAO POLAVARAPU,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,200,,,,https://manjulindia.com/telugu.html
TEL,మహామాయమజలీలు 3,MAHAMAYA MAJALEELU 3,పోలవరపు శ్రీహరిరావు SRIHARIRAO POLAVARAPU,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,200,,,,https://manjulindia.com/telugu.html
TEL,మహామాయమజలీలు 4,MAHAMAYA MAJALEELU 4,పోలవరపు శ్రీహరిరావు SRIHARIRAO POLAVARAPU,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,200,,,,https://manjulindia.com/telugu.html
TEL,మహామాయ మజలీలు 5,MAHAMAYA MAJALEELU 5,పోలవరపు శ్రీహరిరావు SRIHARIRAO POLAVARAPU,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,200,,,,https://manjulindia.com/telugu.html
TEL,మహామాయ మజలీలు 6,MAHAMAYA MAJALEELU 6,పోలవరపు శ్రీహరిరావు SRIHARIRAO POLAVARAPU,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,200,,,,https://manjulindia.com/telugu.html
TEL,మహామాయ మజలీలు 7,MAHAMAYA MAJALEELU 7,పోలవరపు శ్రీహరిరావు SRIHARIRAO POLAVARAPU,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,200,,,,https://manjulindia.com/telugu.html
TEL,మహామాయ మజలీలు 8,MAHAMAYA MAJALEELU 8,పోలవరపు శ్రీహరిరావు SRIHARIRAO POLAVARAPU,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,200,,,,https://manjulindia.com/telugu.html
TEL,మహామాయ మజలీలు 9,MAHAMAYA MAJALEELU 9,పోలవరపు శ్రీహరిరావు SRIHARIRAO POLAVARAPU,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,200,,,,https://manjulindia.com/telugu.html
TEL,నాయకి నాగమ్మ,NAYAKI NAGAMMA,లల్లాదేవి LALLADEVI,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,200,,,,https://manjulindia.com/telugu.html
TEL,విష వృక్షం,VISHA VRUKSHAM,BANKIMCHANDRA CHATARJEE,JAYANTHI PUBLICATIONS,VIJAYAWADA,891,200,,,,https://manjulindia.com/telugu.html
TEL,కళ్యాణ రాగం,KALYANARAGAM,SULOCHANA DEVI YARLAGADDA,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,203,,,,https://manjulindia.com/telugu.html
TEL,మౌనగీతం,MOUNAGEETAM,వావికల అనురాజ్యలక్ష్మి ANURAJYALAXMI VAVIKALA,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,212,,,,https://manjulindia.com/telugu.html
TEL,రుద్రమ్మ భుజ శక్తి,RUDRAMMA BHUJA SAKTHI,లల్లాదేవి LALLADEVI,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,215,,,,https://manjulindia.com/telugu.html
TEL,నవ్వుల ట్రాజడీ,NAVVULA TRAJADI,సి.ఆనందరామం ANANDARAMAM C,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,228,,,,https://manjulindia.com/telugu.html
TEL,నాగవల్లి నవ్వింది,NAGAVALI NAVVINDI,ఐ.వి.ఎస్.అచ్యుతవల్లి ACHYUTAVALLI IVS,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,232,,,,https://manjulindia.com/telugu.html
TEL,మా తెలుగు తల్లి,MA TELUGU TALLI,లల్లాదేవి LALLADEVI,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,232,,,,https://manjulindia.com/telugu.html
TEL,విజ్ఞానిక గాధాశతి,VIGNANIKA GAADHASATHI,శ్రీపాద గోపాలకృష్ణమూర్తి GOPALAకృష్ణమూర్తి KRISHNAMURTHI SRIPADA,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,232,,,,https://manjulindia.com/telugu.html
TEL,ఆరోగ్యము సమస్యలు సంరక్షణ,AROGYAMU SAMASYALU SAMRAKSHANA,SARASWATHI,JAYANTHI PUBLICATIONS,VIJAYAWADA,610,232,,,,https://manjulindia.com/telugu.html
TEL,వైజ్ఞానిక గాధా శధి,VAIGNANIKA GHADHA SADHI,GOPALAKRISHNAMURTHY SRIPADA,JAYANTHI PUBLICATIONS,VIJAYAWADA,500,232,,,,https://manjulindia.com/telugu.html
TEL,కవి సర్వభొముడు,KAVI SARAAVA BHOMUDU,నోరి నరసింహశాస్త్రి NARASIMHASASTRI NORI,JAYANTHI PUBLICATIONS,VIJAYA WADA,894,236,,,,https://manjulindia.com/telugu.html
TEL,లలితాదేవి,LALITHADEVI,కవిలపాటి విజయలక్ష్మి కె.విజయలక్ష్మి VIJAYALAXMI KAVILAPATI,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,239,,,,https://manjulindia.com/telugu.html
TEL,కృష్ణరాయ కీర్తి,KRISHNARAYA KEERTHI,లల్లాదేవి LALLADEVI,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,239,,,,https://manjulindia.com/telugu.html
TEL,అంతరాలు,ANTHARALU,SESHABAII MANTHRIPRAGADA,JAYANTHI PUBLICATIONS,HYDERABAD,894,240,,,,https://manjulindia.com/telugu.html
TEL,కాంతంకథ,KANTHAM KATHA,జొన్నలగడ్డ లలితాదేవి LALITHADEVI JONNALAGADDA,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,244,,,,https://manjulindia.com/telugu.html
TEL,ప్రపంచ రాజ్యుల సంగ్రహ చరిత్ర,PRAPANCHA RAJYULA SANGRAHA CHARITRA,JAGAPATI RAO VEMOORI,JAYANTHI PUBLICATIONS,VIJAYAWADA,930,248,,,,https://manjulindia.com/telugu.html
TEL,తెలుగు సంస్కృతి మార్క్సిజం ప్రభావం,TELUGU SAMSKRUTHI MARKSIJAM PRABHAVAM,NARASIMHARAO C,JAYANTHI PUBLICATIONS,VIJAYAWADA,324,252,,,,https://manjulindia.com/telugu.html
TEL,హరిత,HARITHA,SAROJINI DEVI YARLAGADDA,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,260,,,,https://manjulindia.com/telugu.html
TEL,భగవద్గీత (వచనం),BHAGAVADGEETHA (VACHANAM),GOPALAKRISHAN RENTALA,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,263,,,,https://manjulindia.com/telugu.html
TEL,వవ్చ మహా భారతము విత్రట్ ఉధ్యఒగ పరవము,VACHANA MAHA BHARATAM VIRAT UDHAYAGA PARAVAMU,GOPALAKRISHNA RENTAALA,JAYANTHI PUBLICATIONS,VIJYAWADA,294,263,,,,https://manjulindia.com/telugu.html
TEL,పడవమునక,PADAVAMUNAKA,రవీంద్రనాథ్ ఠాగూర్ RAVINDRANATH TAGORE,JAYANTHI PUBLICATIONS,VIJAYAWADA,891,264,,,,https://manjulindia.com/telugu.html
TEL,యుద్దం శాంతి 3 భాగం,YUDDAM SHANTI 3 BAGAM,TAALSTOI,JAYANTHI PUBLICATIONS,VIJAYAWADA,891,296,,,,https://manjulindia.com/telugu.html
TEL,రక రకాల వంటలు,RAKA RAKALA VANTALU,SATYAVATHI NARASIMHAM,JAYANTHI PUBLICATIONS,VIJAYAWADA,641,303,,,,https://manjulindia.com/telugu.html
TEL,బోఖేర్ బాలి,BOKHER BALI,రవీంద్రనాథ్ ఠాగూర్ RAVINDRANATH TAGORE,JAYANTHI PUBLICATIONS,VIJAYAWADA,891,305,,,,https://manjulindia.com/telugu.html
TEL,అడవి శాంతి శ్రీ,ADAVI SANTHI SREE,BAPIRAJU ADAVI,JAYANTHI PUBLICATIONS,VIJAYA WADA,894,322,,,,https://manjulindia.com/telugu.html
TEL,అడవిశాంతి శ్రీ,ADAVISANTHI SRI,BAPIRAJU ADAVI,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,324,,,,https://manjulindia.com/telugu.html
TEL,నారాయణ భట్టు,NARAYANA BHATHU,నోరి నరసింహశాస్త్రి NARASIMHASASTRI NORI,JAYANTHI PUBLICATIONS,VIJAYA WADA,894,352,,,,https://manjulindia.com/telugu.html
TEL,మాలపల్లి 1,MALAPALLI 1,"లక్ష్మినారాయణ, రాజమండ్రి UNNAVA",JAYANTHI PUBLICATIONS,VIJAYAWADA,894,355,,,,https://manjulindia.com/telugu.html
TEL,మాలపల్లి 2,MALAPALLI 2,LAXMINARAYAN UNNAVA,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,356,,,,https://manjulindia.com/telugu.html
TEL,మాలపల్లి ద్వితీయ సంపుటి,MALAPALLI DWITIYA SAMPTI,"లక్ష్మినారాయణ, రాజమండ్రి VUNNAVA",JAYANTHI PUBLICATIONS,VIJAYAWADA,894,356,,,,https://manjulindia.com/telugu.html
TEL,మాలపల్లి ప్రధమ సంపుటి,MALAPALLI Pరాధా RADHAMA SAMPUTI,"లక్ష్మినారాయణ, రాజమండ్రి VUNNAVA",JAYANTHI PUBLICATIONS,VIJAYAWADA,894,356,,,,https://manjulindia.com/telugu.html
TEL,దేశం కోసం,DESAM KOSAM,రామమోహన్ RAMAMOHANARAO MAHIDHAR,JAYANTHI PUBLICATIONS,VIJAYA WADA,894,362,,,,https://manjulindia.com/telugu.html
TEL,యుద్దం శాంతి 2 భాగం,YUDDAM SHANTI 2 BAGAM,TAALSTOI,JAYANTHI PUBLICATIONS,VIJAYAWADA,891,380,,,,https://manjulindia.com/telugu.html
TEL,నేను నాదేశం,NENU NA DESAM,CHENCHAYYA DARISI,JAYANTHI PUBLICATIONS,VIJAYA WADA,894,384,,,,https://manjulindia.com/telugu.html
TEL,ధూర్జటి,DHURJATI,నోరి నరసింహశాస్త్రి NARASIMHASASTRI NORI,JAYANTHI PUBLICATIONS,VIJAYA WADA,894,391,,,,https://manjulindia.com/telugu.html
TEL,మహా భారతం,MAHA BHARATAM,GOPALAKRISHNA RENTALA,JAYANTHI PUBLICATIONS,VIJAYAWADA 002,894,396,,,,https://manjulindia.com/telugu.html
TEL,కొడుకులు కోతురులు,KODUKULU KOTHURULU,YUVAN CHING,JAYANTHI PUBLICATIONS,VIJAYA WADA,895,408,,,,https://manjulindia.com/telugu.html
TEL,యుద్దం - శాంతి,YUDDAM SANTHI,TALSTAY L,JAYANTHI PUBLICATIONS,V IJAYAWADA,891,424,,,,https://manjulindia.com/telugu.html
TEL,యుద్దం శాంతి 1 భాగం,YUDDAM SHANTI 1 BAGAM,TAALSTOI,JAYANTHI PUBLICATIONS,VIJAYAWADA,891,424,,,,https://manjulindia.com/telugu.html
TEL,తుఫాను,THUFANU,BAPIRAJU ADAVI,JAYANTHI PUBLICATIONS,VIJAYA WADA,894,444,,,,https://manjulindia.com/telugu.html
TEL,కోనంగి,KONANGI,BAPIRAJU ADAVI,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,464,,,,https://manjulindia.com/telugu.html
TEL,హిమ బిందు,HIMA BINDU,BAPIRAJU ADAVI,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,480,,,,https://manjulindia.com/telugu.html
TEL,నారాయణరావు,NARAYANA RAO,BAPIRAJU ADAVI,JAYANTHI PUBLICATIONS,V IJAYAWADA,894,516,,,,https://manjulindia.com/telugu.html
TEL,వేయిపడగలు,VEYPADAGALU,విశ్వనాథ సత్యనారాయణ SATYANARAYANA VISWANADHA,JAYANTHI PUBLICATIONS,V IJAYAWADA,894,655,,,,https://manjulindia.com/telugu.html
TEL,వివేకానంద జీవితం - తాత్వికత,వివేకానంద VIVEKANANDA JEEVITAM TAATVIKATA,JAYASRI MALLIK,JAYANTHI PUBLICATIONS,VIJAYAWADA,181,132,,,,https://manjulindia.com/telugu.html
TEL,వాల్మీకి వచన రామాయణం ఉత్తరకాండ,వాల్మీకి VALMIKI VACHANA RAMAYANAM UTTHARAKANDA,దేవరకొండ చిన్నికృష్ణ శర్మ CHINNIKRISHNA SARMA DEVARAKONDA,JAYANTHI PUBLICATIONS,VIJAYAWADA,294,184,,,,https://manjulindia.com/telugu.html
TEL,వచన మహాభారతం అరణ్య,VACHANA MAHABHARATAM ARANYA,GOPALAKRISHNA RENTURU,JAYANTHI PUBLICATIONS,VIJAYAWADA,294,222,,,,https://manjulindia.com/telugu.html
TEL,వచన మహా భారతము అనుశాసనిక అశ్వమేధ ఆశ్రమవిసిక పాకశాల మహా ప్రస్థాన స్వరగణ,VACHANA MAHA BHARATAM ANUSASANAKA AWASAMEDHA ASHAVASIKA PAKA ASALA MAHA PRASTHANA SWARGAROHANA,GOPALA KRISHNA RENTALA,JAYANTHI PUBLICATIONS,VIJAYA WADA,294,224,,,,https://manjulindia.com/telugu.html
TEL,వచనమహాభారతం కర్ణ శల్క సౌప్తిక స్త్రీ పర్వములు,VACHANA MAHA BHARATHAM KARNA SALKA SAUPTHIKA STRI PARVAMULU,GOPALA KRISHNA RENTALA,JAYANTHI PUBLICATIONS,VIJAYA WADA,294,224,,,,https://manjulindia.com/telugu.html
TEL,వచన మహాభారతం అణు శాసనిక ఆస్యమేధ,VACHANA MAHABHARATAM ANUSAASANIKA ASYAMEDHA,GOPALAKRISHNA RENTURU,JAYANTHI PUBLICATIONS,VIJAYAWADA,294,224,,,,https://manjulindia.com/telugu.html
TEL,వచన మహాభారతం శాంతి పర్వం,VACHANA MAHABHARATHAM SANTHI PARVAM,GOPALAKRISHNA RENTAALA,JAYANTHI PUBLICATIONS,V IJAYAWADA,294,228,,,,https://manjulindia.com/telugu.html
TEL,వచనమహా భారతం శాంతి పర్వం,VACHANAMAHA BHARATHAM SANTHIPARVAM,GOPALAKRISHANA RENTALA,JAYANTHI PUBLICATIONS,V IJAYAWADA2,294,228,,,,https://manjulindia.com/telugu.html
TEL,వచన మహా భారతం శాంతి,VACHANA MAHA BHARATHAM SANTHI,GOPALA KRISHNA RENTALA,JAYANTHI PUBLICATIONS,VIJAYA WADA,294,228,,,,https://manjulindia.com/telugu.html
TEL,వచన మహాభారతం శాంతి,VACHANA MAHABHARATAM SAANTHI,GOPALAKRISHNA RENTURU,JAYANTHI PUBLICATIONS,VIJAYAWADA,294,228,,,,https://manjulindia.com/telugu.html
TEL,వచన మహాభారతం,VACHANA MAHA BHARATHAM,GOPALAKRISHNA RENTAALA,JAYANTHI PUBLICATIONS,VIJAYA WADA,294,270,,,,https://manjulindia.com/telugu.html
TEL,వచన మహాభారతం బీష్మ ద్రోణపర్వాలు,VACHANA MAHABHARATAM BHEESHMA DROONA PARVAALU,GOPALAKRISHNA RENTURU,JAYANTHI PUBLICATIONS,VIJAYAWADA,294,270,,,,https://manjulindia.com/telugu.html
TEL,మహతాత్వికుడు జిడ్డు కృష్ణ మూర్తి జీవన దర్శనము,MAHATATWIKUDU JIDDU KRISHNA MURTHI JEEVANA DARSANAMU,RAGHUPATHIRAO J,JAYANTHI PUBLICATIONS,VIJAYAWADA,181,280,,,,https://manjulindia.com/telugu.html
TEL,వాల్మీకి వచనరామాయణం యుద్ధకాండ,వాల్మీకి VALMIKI VACHANA RAMAYANAM YUDHAKANDA,GOPALAKRISHNA RENTAALA,JAYANTHI PUBLICATIONS,VIJAYAWADA,294,330,,,,https://manjulindia.com/telugu.html
TEL,వచన మహాభారతం అది సభా పర్వములు,VACHANA MAHA BHARATAM ADI SABHA PARVAMU,GOPALAKRISHNA RENTAALA,JAYANTHI PUBLICATIONS,VIJAYA WADA,294,341,,,,https://manjulindia.com/telugu.html
TEL,మహాభాగవతం,MAHA BHAGAVATHAM,CHINNI KRISHNA SARMA DEVARAKONDA,JAYANTHI PUBLICATIONS,VIJAYAWADA,294,407,,,,https://manjulindia.com/telugu.html
TEL,ప్రేమరాహిత్యంలో స్త్రీ,PREMARAAHITHYAMLO STRI,LATA,JAYANTI PUBLICATION,VIAJAYAWADA,894,143,,,,https://manjulindia.com/telugu.html
TEL,ఆరోగ్య సమస్యలు పరిరక్షణ,AROGYA SAMASYALU PARIRAKSHNA,SARASWATHI Y,JAYANTI PUBLICATION,VIJAYA VADA,614,231,,,,https://manjulindia.com/telugu.html
TEL,సంసారంలో సరాగాలు,SAMSARAMLO SARAGALU,BHARATI DEVI N,JAYANTI PUBLICATION,VIJAYAWADA,894,240,,,,https://manjulindia.com/telugu.html
TEL,చీకటి గధులు,CHEEKATI GADHULU,GOPI CHAND,JAYANTI PUBLICATION,VIJAYAWADA,894,512,,,,https://manjulindia.com/telugu.html
TEL,లోహియం దిన దయాళ్,LOHIYAM DINA DAYAL,RAMCHANDRA RAO KANDARSHA,JAYAPRADA PUBLICATIONS,MACHILEEPATNAM,923,153,,,,https://manjulindia.com/telugu.html
TEL,బాల విజ్ఞాన కోశము,BALA VIGNANAKOSAMU,KRISHNAMOHANRAO KOMARAGIRI,JAYAPRADA PUBLICATIONS,MACHILIPATNAM,808,259,,,,https://manjulindia.com/telugu.html
TEL,బాలవిజ్ఞాన కోసం,BALAVIGNANA KOSAM,KRISHNAMOHANRAO KOMARAGIRI,JAYAPRADA PUBLICATIONS,MACHILIPATNAM,808,260,,,,https://manjulindia.com/telugu.html
TEL,రామాయణ పాత్రలు,RAMAYANA PATRALU,KRISHNA MOHANARAO KOMARAGIRI,JAYAPRADA PUBLICATIONS,MACHILIPATNAM,294,72,,,,https://manjulindia.com/telugu.html
TEL,స్వయం ఉపాధి పధకాలు,SWAYAM UPADHI PADHAKALU,JAYAPRAKASH A,JAYAPRAKASH A,NELLORE,338,204,,,,https://manjulindia.com/telugu.html
TEL,అమర వీణా,AMARA VEENA,VENKATESWARLU VAJJALA,JAYAPURAM,ORISSA,894,118,,,,https://manjulindia.com/telugu.html
TEL,జీవుల స్వభావిక చరిత్ర,JEEVULA SWABHAVIKA CHARITRA,SASTRI U B,JAYARAM PUBLICATIONS,VIJAYAWADA,500,52,1949,,,https://manjulindia.com/telugu.html
TEL,శరీరము శక్తి,SAREERAMU SHAKTI,VENKAT S,JAYARAM PUBLICATIONS,VIJAYAWADA,500,56,1955,,,https://manjulindia.com/telugu.html
TEL,సైన్స్ వికాశం,SCIENCE VIKASHAM,SRI HARIRAMA CH,JAYARAM PUBLICATIONS,VIJAYAWADA,500,58,1957,,,https://manjulindia.com/telugu.html
TEL,పరమాణువు,PARAMANUVU,VENKATARAMANA P,JAYARAM PUBLICATIONS,VIJAYAWADA,540,112,,,,https://manjulindia.com/telugu.html
TEL,రాంగ్ నెంబర్,WRONG NUMBER,RAHUL,JAYARAM PUBLICATIONS,VIJAYAWADA,894,192,,,,https://manjulindia.com/telugu.html
TEL,మగళ్ళున్నారు జాగ్రత్త,MAGALLUNNARU JAGRATTA,VIJAYALAXMI MURALIDHARA,JAYARAM PUBLICATIONS,VIJAYAWADA,894,216,,,,https://manjulindia.com/telugu.html
TEL,పెంపుడు జంతువులు,PEMPUDU JANTHUVULU,PATHANJALI KNY,JAYARAM PUBLICATIONS,VIJAYAWADA,894,235,,,,https://manjulindia.com/telugu.html
